YearStart,LocationAbbr,Datasource,Class,Data_Value,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Age(years),Education,Gender,Income
2019,PR,Behavioral Risk Factor Surveillance System,Physical Activity,26.9,25.1,28.8,3614,,,Female,
2019,MN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2019,KS,Behavioral Risk Factor Surveillance System,Physical Activity,26.3,21.7,31.4,485,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.7,26,35.7,516,35 - 44,,,
2019,HI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.9,28.6,35.3,1185,,,,
2019,AR,Behavioral Risk Factor Surveillance System,Physical Activity,33.1,31.1,35.3,3671,,,,
2019,WV,Behavioral Risk Factor Surveillance System,Physical Activity,26.4,20.1,33.9,182,18 - 24,,,
2019,MD,Behavioral Risk Factor Surveillance System,Physical Activity,39,37.3,40.8,6240,,,,"$75,000 or greater"
2019,TN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.7,32.8,36.6,4573,,,,
2019,US,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.1,35,37.3,27464,,,,"Less than $15,000"
2019,CT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,27.3,21.8,33.7,326,18 - 24,,,
2019,US,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.9,35,36.7,43629,35 - 44,,,
2019,OH,Behavioral Risk Factor Surveillance System,Physical Activity,30.9,29.1,32.8,5277,65 or older,,,
2019,AL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.7,23.6,49.8,79,,,,
2019,FL,Behavioral Risk Factor Surveillance System,Physical Activity,23.8,20.3,27.7,2698,55 - 64,,,
2019,ID,Behavioral Risk Factor Surveillance System,Physical Activity,29.2,24.6,34.4,694,35 - 44,,,
2019,TN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.6,25.5,49.3,119,,,,
2019,CT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,21.7,18.1,25.8,665,35 - 44,,,
2019,US,Behavioral Risk Factor Surveillance System,Physical Activity,23,22.1,24,25881,,,,
2019,ME,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,TN,Behavioral Risk Factor Surveillance System,Physical Activity,30,28.3,31.8,5312,,,,
2019,VA,Behavioral Risk Factor Surveillance System,Physical Activity,22.7,21.5,23.9,8675,,,,
2019,WY,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.4,24.8,43.3,168,,,,
2019,CO,Behavioral Risk Factor Surveillance System,Physical Activity,36,27.2,45.9,146,,,,
2019,DE,Behavioral Risk Factor Surveillance System,Physical Activity,28.4,16.3,44.8,73,,,,
2019,HI,Behavioral Risk Factor Surveillance System,Physical Activity,34.1,28.9,39.7,499,,,,"Less than $15,000"
2019,TN,Behavioral Risk Factor Surveillance System,Physical Activity,45.2,38.4,52.2,329,18 - 24,,,
2019,LA,Behavioral Risk Factor Surveillance System,Physical Activity,47.8,32.8,63.3,56,,,,
2019,PA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.6,34.4,42.9,905,,,,"$50,000 - $74,999"
2019,AR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,20.2,10.3,36,58,,,,
2019,MA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,19.5,14.5,25.7,370,,,,"$25,000 - $34,999"
2019,OH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,48.3,38.1,58.6,215,,,,
2019,AK,Behavioral Risk Factor Surveillance System,Physical Activity,51.6,42.8,60.3,289,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Physical Activity,27.5,25,30.2,2727,,,Female,
2019,LA,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,UT,Behavioral Risk Factor Surveillance System,Physical Activity,41.7,37.9,45.6,884,,,,
2019,OK,Behavioral Risk Factor Surveillance System,Physical Activity,17.7,15.8,19.9,2212,,,Male,
2019,AR,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,AR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,26.4,16.3,39.7,113,,,,
2019,WA,Behavioral Risk Factor Surveillance System,Physical Activity,32.4,26,39.6,215,,,,
2019,MN,Behavioral Risk Factor Surveillance System,Physical Activity,21.4,17.5,25.9,639,,,,"Less than $15,000"
2019,MS,Behavioral Risk Factor Surveillance System,Physical Activity,49.3,46,52.7,1316,,College graduate,,
2019,WY,Behavioral Risk Factor Surveillance System,Physical Activity,23.9,16.9,32.7,174,,,,
2019,NM,Behavioral Risk Factor Surveillance System,Physical Activity,38.5,33.3,44,657,,,,"$50,000 - $74,999"
2019,OK,Behavioral Risk Factor Surveillance System,Physical Activity,33,30.7,35.4,2470,,,Male,
2019,NE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.1,33,35.2,14710,,,,
2019,MA,Behavioral Risk Factor Surveillance System,Physical Activity,19.1,16.6,21.8,1435,,,,Data not reported
2019,OH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.4,28.6,36.3,993,25 - 34,,,
2019,KY,Behavioral Risk Factor Surveillance System,Physical Activity,38.4,32.8,44.2,575,35 - 44,,,
2019,RI,Behavioral Risk Factor Surveillance System,Physical Activity,17.7,13.6,22.6,391,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Physical Activity,48.7,34.8,62.7,73,,,,
2019,PR,Behavioral Risk Factor Surveillance System,Physical Activity,9.1,8,10.3,3701,,,Female,
2019,HI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.4,30.2,36.8,1437,55 - 64,,,
2019,HI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,23.9,20.3,27.9,882,,,,"$35,000 - $49,999"
2019,ID,Behavioral Risk Factor Surveillance System,Physical Activity,61.1,57.7,64.4,1725,65 or older,,,
2019,TX,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,19.1,11.7,29.5,148,,,,
2019,OK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,23.8,18.7,29.7,448,,,,"$25,000 - $34,999"
2019,OR,Behavioral Risk Factor Surveillance System,Physical Activity,19.8,15.8,24.6,414,,,,"$25,000 - $34,999"
2019,SC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,43.5,38.3,48.9,653,,,,"Less than $15,000"
2019,ME,Behavioral Risk Factor Surveillance System,Physical Activity,16.5,8.3,30,122,,,,
2019,MO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.3,31.7,34.9,6726,,,,
2019,UT,Behavioral Risk Factor Surveillance System,Physical Activity,25.5,24.1,27,5179,,,Male,
2019,SC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.8,31.1,36.5,1852,,Some college or technical school,,
2019,AR,Behavioral Risk Factor Surveillance System,Physical Activity,39.1,31.5,47.3,179,18 - 24,,,
2019,TX,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,22.8,11.3,40.5,97,,,,
2019,IN,Behavioral Risk Factor Surveillance System,Physical Activity,33.6,30.1,37.3,1014,,,,"$50,000 - $74,999"
2019,CT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,CO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,21.4,18.7,24.3,1262,,,,Data not reported
2019,MS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,18.2,15.7,21,1325,,Some college or technical school,,
2019,PR,Behavioral Risk Factor Surveillance System,Physical Activity,22.4,17.9,27.5,432,18 - 24,,,
2019,UT,Behavioral Risk Factor Surveillance System,Physical Activity,53.1,49.4,56.8,1217,,,,"$35,000 - $49,999"
2019,WY,Behavioral Risk Factor Surveillance System,Physical Activity,25.3,22.2,28.6,1422,,Some college or technical school,,
2019,MO,Behavioral Risk Factor Surveillance System,Physical Activity,39.5,33.9,45.4,419,18 - 24,,,
2019,GA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34,30.9,37.3,2247,,College graduate,,
2019,MI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,20.7,19.6,21.8,9604,,,,
2019,GA,Behavioral Risk Factor Surveillance System,Physical Activity,27.9,26.2,29.5,6780,,,,
2019,WI,Behavioral Risk Factor Surveillance System,Physical Activity,30.3,27.6,33.2,1673,65 or older,,,
2019,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2019,OK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2019,MA,Behavioral Risk Factor Surveillance System,Physical Activity,39.1,32.9,45.8,361,,,,"$25,000 - $34,999"
2019,AR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.7,26.1,38,307,25 - 34,,,
2019,OH,Behavioral Risk Factor Surveillance System,Physical Activity,50.5,44.8,56.2,811,,Less than high school,,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,22,20.7,23.3,7021,,,,
2019,TN,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,DE,Behavioral Risk Factor Surveillance System,Physical Activity,35,30.9,39.4,905,,High school graduate,,
2019,GU,Behavioral Risk Factor Surveillance System,Physical Activity,30.6,25.9,35.8,757,,High school graduate,,
2019,AZ,Behavioral Risk Factor Surveillance System,Physical Activity,19.3,16,23,1174,,,,Data not reported
2019,AL,Behavioral Risk Factor Surveillance System,Physical Activity,34.8,30.4,39.5,598,25 - 34,,,
2019,DE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,20.3,18.4,22.4,3305,,,,
2019,RI,Behavioral Risk Factor Surveillance System,Physical Activity,46.3,41.4,51.1,972,,,,Data not reported
2019,AZ,Behavioral Risk Factor Surveillance System,Physical Activity,50.1,43.4,56.7,710,,,,"$25,000 - $34,999"
2019,NY,Behavioral Risk Factor Surveillance System,Physical Activity,34.8,33,36.6,5565,,,Male,
2019,WV,Behavioral Risk Factor Surveillance System,Physical Activity,32.7,25.6,40.6,185,18 - 24,,,
2019,MO,Behavioral Risk Factor Surveillance System,Physical Activity,41.7,36.3,47.4,596,,,,
2019,US,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.1,34.9,37.3,23010,,Less than high school,,
2019,ID,Behavioral Risk Factor Surveillance System,Physical Activity,22.1,17.8,27.1,711,,,,"$35,000 - $49,999"
2019,HI,Behavioral Risk Factor Surveillance System,Physical Activity,30.9,27,35,805,25 - 34,,,
2019,AR,Behavioral Risk Factor Surveillance System,Physical Activity,32.4,28.1,37.1,580,45 - 54,,,
2019,AK,Behavioral Risk Factor Surveillance System,Physical Activity,58.4,54.1,62.5,1280,,,Male,
2019,RI,Behavioral Risk Factor Surveillance System,Physical Activity,24.9,21.5,28.7,1251,,Some college or technical school,,
2019,ID,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,OH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,25.8,21.3,30.8,543,18 - 24,,,
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,10.8,4.8,22.4,113,,,,
2019,VT,Behavioral Risk Factor Surveillance System,Physical Activity,35.6,32.8,38.4,2695,,College graduate,,
2019,MN,Behavioral Risk Factor Surveillance System,Physical Activity,39,32.4,46,247,,,,
2019,OH,Behavioral Risk Factor Surveillance System,Physical Activity,27.4,26.1,28.7,11188,,,,
2019,OH,Behavioral Risk Factor Surveillance System,Physical Activity,41.5,39.1,43.9,3804,,College graduate,,
2019,MI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,19.6,18.4,20.8,7943,,,,
2019,MD,Behavioral Risk Factor Surveillance System,Physical Activity,33.9,32.4,35.5,7176,,College graduate,,
2019,LA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2019,IN,Behavioral Risk Factor Surveillance System,Physical Activity,19.9,16.9,23.3,689,25 - 34,,,
2019,ND,Behavioral Risk Factor Surveillance System,Physical Activity,23.7,19.3,28.7,437,25 - 34,,,
2019,MT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,16.3,14.6,18.2,2221,65 or older,,,
2019,MI,Behavioral Risk Factor Surveillance System,Physical Activity,26.5,23.7,29.6,1490,45 - 54,,,
2019,WI,Behavioral Risk Factor Surveillance System,Physical Activity,35.2,30.3,40.4,581,,,,"$35,000 - $49,999"
2019,MI,Behavioral Risk Factor Surveillance System,Physical Activity,59.5,57.6,61.5,3778,,College graduate,,
2019,WV,Behavioral Risk Factor Surveillance System,Physical Activity,28.5,16.8,43.9,73,,,,
2019,AZ,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,22.7,17.9,28.4,445,18 - 24,,,
2019,NH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,39.3,36.6,42.1,2271,,College graduate,,
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,39.2,34.9,43.8,640,35 - 44,,,
2019,OK,Behavioral Risk Factor Surveillance System,Physical Activity,42.2,37.7,46.8,723,,,,"$50,000 - $74,999"
2019,UT,Behavioral Risk Factor Surveillance System,Physical Activity,16.8,9.6,27.7,103,,,,
2019,NC,Behavioral Risk Factor Surveillance System,Physical Activity,48.9,46.3,51.4,2085,,,Female,
2019,CT,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,NV,Behavioral Risk Factor Surveillance System,Physical Activity,34.6,29.8,39.8,654,,High school graduate,,
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,35.5,31.2,40.1,886,,,,"$15,000 - $24,999"
2019,ME,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.6,30.9,38.4,1495,,,,"$50,000 - $74,999"
2019,ID,Behavioral Risk Factor Surveillance System,Physical Activity,17.7,14.1,22.1,777,,,,Data not reported
2019,TX,Behavioral Risk Factor Surveillance System,Physical Activity,42.7,33.1,52.9,232,,,,
2019,IA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,20,18.7,21.4,4673,,,Female,
2019,DE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.7,30.5,37,1566,,,Male,
2019,NC,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,AR,Behavioral Risk Factor Surveillance System,Physical Activity,39.6,22.3,60,61,,,,
2019,MT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,43.2,41.1,45.3,3085,,,Male,
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,21.9,11.8,36.9,73,,,,
2019,SC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.2,30.5,33.9,4665,,,,
2019,IL,Behavioral Risk Factor Surveillance System,Physical Activity,40.3,37.8,42.9,1936,,,,"$75,000 or greater"
2019,MI,Behavioral Risk Factor Surveillance System,Physical Activity,20.9,18,24.1,1423,,,,Data not reported
2019,VT,Behavioral Risk Factor Surveillance System,Physical Activity,27.5,22.8,32.8,691,,,,"$15,000 - $24,999"
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,56.5,53.8,59.1,2270,,College graduate,,
2019,IA,Behavioral Risk Factor Surveillance System,Physical Activity,32.9,31.8,34.1,9048,,,,
2019,ID,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.9,30.3,41.9,668,,,,"$35,000 - $49,999"
2019,MO,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,HI,Behavioral Risk Factor Surveillance System,Physical Activity,48,42.6,53.4,439,18 - 24,,,
2019,TX,Behavioral Risk Factor Surveillance System,Physical Activity,33.8,30.8,36.9,2960,,,,"$75,000 or greater"
2019,RI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.5,34.9,40.1,2229,65 or older,,,
2019,TX,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,19.4,16.8,22.3,2797,,Some college or technical school,,
2019,OR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,14.4,13.3,15.7,4492,,,,
2019,US,Behavioral Risk Factor Surveillance System,Physical Activity,28.3,27.8,28.7,137707,,College graduate,,
2019,MT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,27.3,25.5,29.1,3085,,,Male,
2019,IN,Behavioral Risk Factor Surveillance System,Physical Activity,51.1,49,53.3,2989,65 or older,,,
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,25.8,20.4,32.2,540,,,,"$25,000 - $34,999"
2019,WI,Behavioral Risk Factor Surveillance System,Physical Activity,35.8,30.2,41.8,546,,,,"$15,000 - $24,999"
2019,NM,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,25.6,20.7,31.1,679,,,,Data not reported
2019,CO,Behavioral Risk Factor Surveillance System,Physical Activity,63.1,61.6,64.6,6199,,,,
2019,IA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.6,26.4,33,1040,,,,"$15,000 - $24,999"
2019,DE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,26.4,20.8,32.9,414,,,,"$15,000 - $24,999"
2019,UT,Behavioral Risk Factor Surveillance System,Physical Activity,49.9,46.9,52.8,1544,25 - 34,,,
2019,SD,Behavioral Risk Factor Surveillance System,Physical Activity,34.4,28.2,41.3,864,,,,"$35,000 - $49,999"
2019,DE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,18.5,15.4,22,1139,65 or older,,,
2019,CA,Behavioral Risk Factor Surveillance System,Physical Activity,16.8,15.5,18.3,4949,,,,
2019,MN,Behavioral Risk Factor Surveillance System,Physical Activity,35.4,33.7,37.1,4304,65 or older,,,
2019,NH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,15.5,14.1,17.1,4626,,,,
2019,NC,Behavioral Risk Factor Surveillance System,Physical Activity,31.9,30.2,33.6,4010,,,,
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,24.4,20.6,28.6,605,35 - 44,,,
2019,OK,Behavioral Risk Factor Surveillance System,Physical Activity,22,18.7,25.8,733,,,,"$50,000 - $74,999"
2019,OH,Behavioral Risk Factor Surveillance System,Physical Activity,24.5,17.2,33.8,200,,,,
2019,AR,Behavioral Risk Factor Surveillance System,Physical Activity,46.8,44.7,48.8,4726,,,,
2019,US,Behavioral Risk Factor Surveillance System,Physical Activity,28.5,27.9,29.1,78330,55 - 64,,,
2019,ND,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.6,32.6,38.8,1750,,,,"$75,000 or greater"
2019,AL,Behavioral Risk Factor Surveillance System,Physical Activity,42.3,38.7,46.1,914,45 - 54,,,
2019,MI,Behavioral Risk Factor Surveillance System,Physical Activity,39,36.8,41.3,2989,,,,"$75,000 or greater"
2019,CA,Behavioral Risk Factor Surveillance System,Physical Activity,62.4,60.2,64.5,3595,,,,"$75,000 or greater"
2019,NV,Behavioral Risk Factor Surveillance System,Physical Activity,13,6.6,24,72,,,,
2019,DE,Behavioral Risk Factor Surveillance System,Physical Activity,19.9,15.6,25.1,444,35 - 44,,,
2019,AK,Behavioral Risk Factor Surveillance System,Physical Activity,60.7,52.9,67.9,369,45 - 54,,,
2019,MD,Behavioral Risk Factor Surveillance System,Physical Activity,52.2,51,53.4,15311,,,,
2019,MD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,24.4,22.3,26.8,3670,,High school graduate,,
